date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:28:06	1515/1515	---MC-	200	added ('OK')	application/rss+xml	date:Thu,%2007%20Jan%202016%2002:19:11%20GMT	http://vceit.com/wp/comments/feed/	C:/My%20Web%20Sites/vceit/vceit.com/wp/comments/feed/index.html	(from http://vceit.com/wp/)
18:28:06	31045/31045	---M-Z	200	added ('OK')	text/css	date:Wed,%2008%20May%202019%2001:07:50%20GMT	http://vceit.com/wp/wp-content/themes/twentythirteen/genericons/genericons.css?ver=3.0.3	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/themes/twentythirteen/genericons/genericons19ce.css	(from http://vceit.com/wp/)
18:28:06	57106/57106	---M-Z	200	added ('OK')	text/css	date:Wed,%2008%20May%202019%2001:07:50%20GMT	http://vceit.com/wp/wp-content/themes/twentythirteen/style.css?ver=2013-07-18	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/themes/twentythirteen/style4a02.css	(from http://vceit.com/wp/)
18:28:07	12337/12337	---M-Z	200	added ('OK')	text/css	date:Wed,%2008%20May%202019%2001:07:50%20GMT	http://vceit.com/wp/wp-content/themes/twentythirteen/css/blocks.css?ver=2018-12-30	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/themes/twentythirteen/css/blocks0329.css	(from http://vceit.com/wp/)
18:28:07	39053/39053	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2015%20Sep%202019%2006:00:29%20GMT	http://vceit.com/wp/feed/	C:/My%20Web%20Sites/vceit/vceit.com/wp/feed/index.html	(from http://vceit.com/wp/)
18:28:08	10056/10056	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2020%20May%202016%2015:41:28%20GMT	http://vceit.com/wp/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://vceit.com/wp/)
18:28:08	780/780	---M-Z	200	added ('OK')	text/xml	date:Wed,%2018%20Sep%202019%2008:28:13%20GMT	http://vceit.com/wp/xmlrpc.php?rsd	C:/My%20Web%20Sites/vceit/vceit.com/wp/xmlrpc0db0.php	(from http://vceit.com/wp/)
18:28:08	34739/34739	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2016%20Mar%202017%2001:01:17%20GMT	http://vceit.com/wp/wp-content/plugins/easy-countdowner/assets/TimeCircles.js?ver=1.0	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/plugins/easy-countdowner/assets/TimeCircles5152.js	(from http://vceit.com/wp/)
18:28:09	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Thu,%2012%20Dec%202013%2006:19:12%20GMT	http://vceit.com/wp/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-includes/wlwmanifest.xml	(from http://vceit.com/wp/)
18:28:09	81562/81562	---M-Z	200	added ('OK')	application/json	date:Wed,%2018%20Sep%202019%2008:28:13%20GMT	http://vceit.com/wp/wp-json/	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-json/index.html	(from http://vceit.com/wp/)
18:28:09	2178/2178	---M-Z	200	added ('OK')	application/json	date:Wed,%2018%20Sep%202019%2008:28:14%20GMT	http://vceit.com/wp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvceit.com%2Fwp%2F	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-json/oembed/1.0/embedd46b.json	(from http://vceit.com/wp/)
18:28:09	96873/96873	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2022%20May%202019%2001:48:59%20GMT	http://vceit.com/wp/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-includes/js/jquery/jquery4a5f.js	(from http://vceit.com/wp/)
18:28:10	2427/2427	---M-Z	200	added ('OK')	text/xml	date:Wed,%2018%20Sep%202019%2008:28:15%20GMT	http://vceit.com/wp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvceit.com%2Fwp%2F&format=xml	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-json/oembed/1.0/embeda2a0	(from http://vceit.com/wp/)
18:28:10	16809/16809	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20Jun%202015%2021:51:19%20GMT	http://vceit.com/wp/wp-content/uploads/2015/06/title.jpg	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/uploads/2015/06/title.jpg	(from http://vceit.com/wp/)
18:28:11	0/0	---M--	200	added ('OK')	text/javascript	date:Wed,%2018%20Sep%202019%2008:28:16%20GMT	http://vceit.com/wp/?wordfence_lh=1&hid=9304DB1BEF00C5FC4D9DA8500F1EFDA1	C:/My%20Web%20Sites/vceit/vceit.com/wp/index5ed9.html	(from http://vceit.com/wp/)
18:28:12	4576/4576	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:28:17%20GMT	http://vceit.com/wp/wp-login.php?redirect_to=http%3A%2F%2Fvceit.com%2Fwp%2F	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-login0f96.html	(from http://vceit.com/wp/)
18:28:13	150294/150294	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:28:17%20GMT	http://vceit.com/wp/informatics/	C:/My%20Web%20Sites/vceit/vceit.com/wp/informatics/index.html	(from http://vceit.com/wp/)
18:28:14	75323/75323	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:28:18%20GMT	http://vceit.com/wp/software-development/	C:/My%20Web%20Sites/vceit/vceit.com/wp/software-development/index.html	(from http://vceit.com/wp/)
18:28:15	14440/14440	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2028%20Nov%202018%2019:01:26%20GMT	http://vceit.com/wp/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.4	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/plugins/contact-form-7/includes/js/scripts58e0.js	(from http://vceit.com/wp/)
18:28:15	69930/69930	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:28:20%20GMT	http://vceit.com/wp/computing-units-1-and-2/	C:/My%20Web%20Sites/vceit/vceit.com/wp/computing-units-1-and-2/index.html	(from http://vceit.com/wp/)
18:28:16	64582/64582	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:28:20%20GMT	http://vceit.com/wp/newsblog/	C:/My%20Web%20Sites/vceit/vceit.com/wp/newsblog/index.html	(from http://vceit.com/wp/)
18:28:16	2234/2234	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Mar%202019%2012:22:52%20GMT	http://vceit.com/wp/wp-includes/js/comment-reply.min.js?ver=0360611ccebca7c9f53642f61982dc0f	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-includes/js/comment-reply.minac12.js	(from http://vceit.com/wp/)
18:28:17	35685/35685	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:28:22%20GMT	http://vceit.com/wp/exams-2/	C:/My%20Web%20Sites/vceit/vceit.com/wp/exams-2/index.html	(from http://vceit.com/wp/)
18:28:17	44896/44896	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:28:22%20GMT	http://vceit.com/wp/exams-2/exam-tips/	C:/My%20Web%20Sites/vceit/vceit.com/wp/exams-2/exam-tips/index.html	(from http://vceit.com/wp/)
18:28:17	8113/8113	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2023%20May%202018%2019:35:32%20GMT	http://vceit.com/wp/wp-includes/js/imagesloaded.min.js?ver=3.2.0	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-includes/js/imagesloaded.min55a0.js	(from http://vceit.com/wp/)
18:28:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Sep%202019%2008:28:23%20GMT	http://vceit.com/wp/?page_id=283	C:/My%20Web%20Sites/vceit/vceit.com/wp/indexce18.html	(from http://vceit.com/wp/)
18:28:18	20579/20579	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:28:23%20GMT	http://vceit.com/wp/contact-me-at-vceit-com-2/	C:/My%20Web%20Sites/vceit/vceit.com/wp/contact-me-at-vceit-com-2/index.html	(from http://vceit.com/wp/)
18:28:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Sep%202019%2008:28:24%20GMT	http://vceit.com/wp/?page_id=309	C:/My%20Web%20Sites/vceit/vceit.com/wp/index2beb.html	(from http://vceit.com/wp/)
18:28:19	28953/28953	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2023%20May%202018%2019:35:32%20GMT	http://vceit.com/wp/wp-includes/js/masonry.min.js?ver=3.3.2	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-includes/js/masonry.mind617.js	(from http://vceit.com/wp/)
18:28:20	44470/44470	---MC-	200	added ('OK')	text/javascript	date:Mon,%2019%20Aug%202019%2017:22:41%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/vceit/www.google-analytics.com/analytics.js	(from http://vceit.com/wp/)
18:28:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Sep%202019%2008:28:25%20GMT	http://vceit.com/wp/?page_id=323	C:/My%20Web%20Sites/vceit/vceit.com/wp/index9f5b.html	(from http://vceit.com/wp/)
18:28:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Sep%202019%2008:28:25%20GMT	http://vceit.com/wp/?page_id=637	C:/My%20Web%20Sites/vceit/vceit.com/wp/indexc45e.html	(from http://vceit.com/wp/)
18:28:20	1819/1819	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2019%20Aug%202016%2004:25:30%20GMT	http://vceit.com/wp/wp-includes/js/jquery/jquery.masonry.min.js?ver=3.1.2b	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-includes/js/jquery/jquery.masonry.minef70.js	(from http://vceit.com/wp/)
18:28:21	32321/32321	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:28:25%20GMT	http://vceit.com/wp/vce-computing-glossary-2016-2019/	C:/My%20Web%20Sites/vceit/vceit.com/wp/vce-computing-glossary-2016-2019/index.html	(from http://vceit.com/wp/)
18:28:21	21162/21162	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:28:26%20GMT	http://vceit.com/wp/informatics/informatics-mandated-software-tools-and-functions/	C:/My%20Web%20Sites/vceit/vceit.com/wp/informatics/informatics-mandated-software-tools-and-functions/index.html	(from http://vceit.com/wp/)
18:28:21	28368/28368	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:28:26%20GMT	http://vceit.com/wp/informatics/informatics-sat/	C:/My%20Web%20Sites/vceit/vceit.com/wp/informatics/informatics-sat/index.html	(from http://vceit.com/wp/)
18:28:22	45628/45628	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:28:27%20GMT	http://vceit.com/wp/informatics/informatics-vcaa-sample-exam-answers/	C:/My%20Web%20Sites/vceit/vceit.com/wp/informatics/informatics-vcaa-sample-exam-answers/index.html	(from http://vceit.com/wp/)
18:28:22	4766/4766	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20May%202019%2001:07:50%20GMT	http://vceit.com/wp/wp-content/themes/twentythirteen/js/functions.js?ver=20160717	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/themes/twentythirteen/js/functionsf84f.js	(from http://vceit.com/wp/)
18:28:22	65566/65566	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:28:27%20GMT	http://vceit.com/wp/software-development/sd-sample-exam/	C:/My%20Web%20Sites/vceit/vceit.com/wp/software-development/sd-sample-exam/index.html	(from http://vceit.com/wp/)
18:28:23	19992/19992	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:28:28%20GMT	http://vceit.com/wp/software-development/software-development-programming-requirements-for-2016/	C:/My%20Web%20Sites/vceit/vceit.com/wp/software-development/software-development-programming-requirements-for-2016/index.html	(from http://vceit.com/wp/)
18:28:23	27534/27534	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:28:28%20GMT	http://vceit.com/wp/software-development/software-development-sat/	C:/My%20Web%20Sites/vceit/vceit.com/wp/software-development/software-development-sat/index.html	(from http://vceit.com/wp/)
18:28:23	1403/1403	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2030%20Aug%202018%2022:10:26%20GMT	http://vceit.com/wp/wp-includes/js/wp-embed.min.js?ver=0360611ccebca7c9f53642f61982dc0f	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-includes/js/wp-embed.minac12.js	(from http://vceit.com/wp/)
18:28:23	68210/68210	---MC-	200	added ('OK')	text/javascript	date:Wed,%2018%20Sep%202019%2008:28:17%20GMT	http://pagead2.googlesyndication.com/pagead/show_ads.js	C:/My%20Web%20Sites/vceit/pagead2.googlesyndication.com/pagead/f.txt	(from http://vceit.com/wp/)
18:28:23	847/847	---M--	200	added ('OK')	image/gif	date:Wed,%2022%20Aug%202007%2017:28:04%20GMT	http://vceit.com/wp/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://vceit.com/wp/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.4)
18:28:24	14935/14935	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2018%20Sep%202019%2008:28:29%20GMT	http://vceit.com/wp/wp-content/themes/twentythirteen/genericons/font/genericons-regular-webfont.eot	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/themes/twentythirteen/genericons/font/genericons-regular-webfont.eot	(from http://vceit.com/wp/wp-content/themes/twentythirteen/genericons/genericons.css?ver=3.0.3)
18:28:24	40045/40045	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2018%20Sep%202019%2008:28:30%20GMT	http://vceit.com/wp/wp-content/themes/twentythirteen/genericons/font/genericons-regular-webfont.svg	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/themes/twentythirteen/genericons/font/genericons-regular-webfont.svg	(from http://vceit.com/wp/wp-content/themes/twentythirteen/genericons/genericons.css?ver=3.0.3)
18:28:25	80/80	---M--	200	added ('OK')	image/png	date:Wed,%2008%20May%202019%2001:07:50%20GMT	http://vceit.com/wp/wp-content/themes/twentythirteen/images/dotted-line.png	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/themes/twentythirteen/images/dotted-line.png	(from http://vceit.com/wp/wp-content/themes/twentythirteen/style.css?ver=2013-07-18)
18:28:25	27348/27348	---M--	200	added ('OK')	font/ttf	date:Wed,%2018%20Sep%202019%2008:28:29%20GMT	http://vceit.com/wp/wp-content/themes/twentythirteen/genericons/font/genericons-regular-webfont.ttf	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/themes/twentythirteen/genericons/font/genericons-regular-webfont.ttf	(from http://vceit.com/wp/wp-content/themes/twentythirteen/genericons/genericons.css?ver=3.0.3)
18:28:26	422/422	---M--	200	added ('OK')	image/png	date:Wed,%2008%20May%202019%2001:07:50%20GMT	http://vceit.com/wp/wp-content/themes/twentythirteen/images/search-icon.png	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/themes/twentythirteen/images/search-icon.png	(from http://vceit.com/wp/wp-content/themes/twentythirteen/style.css?ver=2013-07-18)
18:28:26	829/829	---M--	200	added ('OK')	image/png	date:Wed,%2008%20May%202019%2001:07:50%20GMT	http://vceit.com/wp/wp-content/themes/twentythirteen/images/search-icon-2x.png	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/themes/twentythirteen/images/search-icon-2x.png	(from http://vceit.com/wp/wp-content/themes/twentythirteen/style.css?ver=2013-07-18)
18:28:26	86/86	---M--	200	added ('OK')	image/png	date:Wed,%2008%20May%202019%2001:07:50%20GMT	http://vceit.com/wp/wp-content/themes/twentythirteen/images/dotted-line-2x.png	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/themes/twentythirteen/images/dotted-line-2x.png	(from http://vceit.com/wp/wp-content/themes/twentythirteen/style.css?ver=2013-07-18)
18:28:27	2177/2177	---M-Z	200	added ('OK')	application/json	date:Wed,%2018%20Sep%202019%2008:28:32%20GMT	http://vceit.com/wp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvceit.com%2Fwp%2Finformatics%2F	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-json/oembed/1.0/embed5a33.json	(from http://vceit.com/wp/informatics/)
18:28:27	867/867	---MC-	200	added ('OK')	application/rss+xml	date:Thu,%2007%20Jan%202016%2002:19:11%20GMT	http://vceit.com/wp/informatics/feed/	C:/My%20Web%20Sites/vceit/vceit.com/wp/informatics/feed/index.html	(from http://vceit.com/wp/informatics/)
18:28:27	2424/2424	---M-Z	200	added ('OK')	text/xml	date:Wed,%2018%20Sep%202019%2008:28:32%20GMT	http://vceit.com/wp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvceit.com%2Fwp%2Finformatics%2F&format=xml	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-json/oembed/1.0/embed7c11	(from http://vceit.com/wp/informatics/)
18:28:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Sep%202019%2008:28:32%20GMT	http://vceit.com/wp/?p=283	C:/My%20Web%20Sites/vceit/vceit.com/wp/index30e3.html	(from http://vceit.com/wp/informatics/)
18:28:28	2057/2057	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Nov%202015%2001:19:23%20GMT	http://vceit.com/wp/wp-content/uploads/2015/11/ppt-icon.png	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/uploads/2015/11/ppt-icon.png	(from http://vceit.com/wp/informatics/)
18:28:28	0/0	---M--	200	added ('OK')	text/javascript	date:Wed,%2018%20Sep%202019%2008:28:33%20GMT	http://vceit.com/wp/?wordfence_lh=1&hid=967A7C21916048D924165FC6407FE89F	C:/My%20Web%20Sites/vceit/vceit.com/wp/index9ddd.html	(from http://vceit.com/wp/informatics/)
18:28:29	22122/22122	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:28:34%20GMT	http://vceit.com/wp/what-is-informatics/	C:/My%20Web%20Sites/vceit/vceit.com/wp/what-is-informatics/index.html	(from http://vceit.com/wp/informatics/)
18:28:30	1642/1642	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Sep%202019%2008:28:35%20GMT	http://vceit.com/ppt2016/Data-Types.ppt	C:/My%20Web%20Sites/vceit/vceit.com/ppt2016/Data-Types.28.delayed	(from http://vceit.com/wp/informatics/)
18:32:59	247262/247262	---M--	200	added ('OK')	application/octet-stream-unknown	date:Fri,%2025%20Aug%202017%2004:12:03%20GMT	http://vceit.com/ppt2016/beginning-databases.pptx	C:/My%20Web%20Sites/vceit/vceit.com/ppt2016/beginning-databases.pptx	(from http://vceit.com/wp/informatics/)
18:37:51	311151/311151	---M--	200	added ('OK')	application/octet-stream-unknown	date:Fri,%2025%20Aug%202017%2004:02:47%20GMT	http://vceit.com/ppt2016/Database-Referential-Integrity.pptx	C:/My%20Web%20Sites/vceit/vceit.com/ppt2016/Database-Referential-Integrity.pptx	(from http://vceit.com/wp/informatics/)
18:37:52	8586/8586	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Apr%202016%2001:24:57%20GMT	http://vceit.com/wp/wp-content/uploads/2015/06/2016-erd1.png	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/uploads/2015/06/2016-erd1.png	(from http://vceit.com/wp/informatics/)
18:37:53	11504/11504	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Apr%202016%2001:24:57%20GMT	http://vceit.com/wp/wp-content/uploads/2015/06/2016-erd1-300x70.png	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/uploads/2015/06/2016-erd1-300x70.png	(from http://vceit.com/wp/informatics/)
18:37:56	17050/17050	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Apr%202016%2001:25:06%20GMT	http://vceit.com/wp/wp-content/uploads/2015/06/2016-erd2-300x109.png	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/uploads/2015/06/2016-erd2-300x109.png	(from http://vceit.com/wp/informatics/)
18:37:59	41570/41570	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Apr%202016%2001:25:05%20GMT	http://vceit.com/wp/wp-content/uploads/2015/06/2016-erd2.png	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/uploads/2015/06/2016-erd2.png	(from http://vceit.com/wp/informatics/)
18:38:01	24460/24460	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Apr%202016%2001:25:09%20GMT	http://vceit.com/wp/wp-content/uploads/2015/06/2016-erd3.png	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/uploads/2015/06/2016-erd3.png	(from http://vceit.com/wp/informatics/)
18:38:01	10059/10059	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Apr%202016%2001:25:10%20GMT	http://vceit.com/wp/wp-content/uploads/2015/06/2016-erd3-300x62.png	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/uploads/2015/06/2016-erd3-300x62.png	(from http://vceit.com/wp/informatics/)
18:42:31	325387/325387	---M--	200	added ('OK')	application/octet-stream-unknown	date:Fri,%2025%20Aug%202017%2003:06:10%20GMT	http://vceit.com/ppt2016/User-Acceptance-Testing-UAT.pptx	C:/My%20Web%20Sites/vceit/vceit.com/ppt2016/User-Acceptance-Testing-UAT.pptx	(from http://vceit.com/wp/informatics/)
18:42:32	1642/1642	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Sep%202019%2008:42:37%20GMT	http://vceit.com/ppt2016/PSM3-Development.ppt	C:/My%20Web%20Sites/vceit/vceit.com/ppt2016/PSM3-Development.42.delayed	(from http://vceit.com/wp/informatics/)
18:43:00	173670/173670	---M--	200	added ('OK')	application/octet-stream-unknown	date:Fri,%2025%20Aug%202017%2003:10:29%20GMT	http://vceit.com/ppt2016/testing.pptx	C:/My%20Web%20Sites/vceit/vceit.com/ppt2016/testing.pptx	(from http://vceit.com/wp/informatics/)
18:44:26	20922/20922	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Aug%202016%2003:14:35%20GMT	http://vceit.com/wp/wp-content/uploads/2015/06/ufd2.png	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/uploads/2015/06/ufd2.png	(from http://vceit.com/wp/informatics/)
18:44:30	21981/21981	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Aug%202016%2003:14:36%20GMT	http://vceit.com/wp/wp-content/uploads/2015/06/ufd2-128x300.png	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/uploads/2015/06/ufd2-128x300.png	(from http://vceit.com/wp/informatics/)
18:44:32	10617/10617	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Dec%202016%2005:08:38%20GMT	http://vceit.com/wp/wp-content/uploads/16i-c08_tn.jpg	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/uploads/16i-c08_tn.jpg	(from http://vceit.com/wp/informatics/)
18:44:33	19424/19424	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:44:37%20GMT	http://vceit.com/wp/informatics/16i-c08/	C:/My%20Web%20Sites/vceit/vceit.com/wp/informatics/16i-c08/index.html	(from http://vceit.com/wp/informatics/)
18:44:41	52879/52879	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Aug%202016%2003:23:18%20GMT	http://vceit.com/wp/wp-content/uploads/2015/06/QBE.jpg	C:/My%20Web%20Sites/vceit/vceit.com/wp/wp-content/uploads/2015/06/QBE.jpg	(from http://vceit.com/wp/informatics/)
18:44:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Sep%202019%2008:44:47%20GMT	http://vceit.com/wp/informatics-sat/	C:/My%20Web%20Sites/vceit/vceit.com/wp/informatics-sat/index.html	(from http://vceit.com/wp/informatics/)
18:45:28	24438/24438	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:45:33%20GMT	http://vceit.com/wp/correctness-versus-accuracy/	C:/My%20Web%20Sites/vceit/vceit.com/wp/correctness-versus-accuracy/index.html	(from http://vceit.com/wp/informatics/)
18:46:08	28335/28335	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Sep%202019%2008:46:13%20GMT	http://vceit.com/wp/logical-fallacies-and-failures/	C:/My%20Web%20Sites/vceit/vceit.com/wp/logical-fallacies-and-failures/index.html	(from http://vceit.com/wp/informatics/)
